seed,simulate,simulate.scenario,simulate.output.file,fit,fit.output.file,mse.err
194,zh,4,zh/zh_776,elastic_net,elastic_net/zh_776_elastic_net_1,262.040444232159
195,zh,1,zh/zh_777,elastic_net,elastic_net/zh_777_elastic_net_1,11.7119427367988
195,zh,2,zh/zh_778,elastic_net,elastic_net/zh_778_elastic_net_1,11.8897086023688
195,zh,3,zh/zh_779,elastic_net,elastic_net/zh_779_elastic_net_1,242.861306243189
195,zh,4,zh/zh_780,elastic_net,elastic_net/zh_780_elastic_net_1,246.641554348117
196,zh,1,zh/zh_781,elastic_net,elastic_net/zh_781_elastic_net_1,15.650471966303
196,zh,2,zh/zh_782,elastic_net,elastic_net/zh_782_elastic_net_1,11.6393304535994
196,zh,3,zh/zh_783,elastic_net,elastic_net/zh_783_elastic_net_1,227.012820428047
196,zh,4,zh/zh_784,elastic_net,elastic_net/zh_784_elastic_net_1,426.800517681642
197,zh,1,zh/zh_785,elastic_net,elastic_net/zh_785_elastic_net_1,11.1590771667826
197,zh,2,zh/zh_786,elastic_net,elastic_net/zh_786_elastic_net_1,10.4547701359063
197,zh,3,zh/zh_787,elastic_net,elastic_net/zh_787_elastic_net_1,252.185366795525
197,zh,4,zh/zh_788,elastic_net,elastic_net/zh_788_elastic_net_1,273.373333300337
198,zh,1,zh/zh_789,elastic_net,elastic_net/zh_789_elastic_net_1,8.61071462849337
198,zh,2,zh/zh_790,elastic_net,elastic_net/zh_790_elastic_net_1,10.4528812888367
198,zh,3,zh/zh_791,elastic_net,elastic_net/zh_791_elastic_net_1,282.993869960256
198,zh,4,zh/zh_792,elastic_net,elastic_net/zh_792_elastic_net_1,255.787329273235
199,zh,1,zh/zh_793,elastic_net,elastic_net/zh_793_elastic_net_1,9.99181461524165
199,zh,2,zh/zh_794,elastic_net,elastic_net/zh_794_elastic_net_1,9.91096271365106
199,zh,3,zh/zh_795,elastic_net,elastic_net/zh_795_elastic_net_1,221.492652855435
199,zh,4,zh/zh_796,elastic_net,elastic_net/zh_796_elastic_net_1,257.410033806592
200,zh,1,zh/zh_797,elastic_net,elastic_net/zh_797_elastic_net_1,10.3957724585847
200,zh,2,zh/zh_798,elastic_net,elastic_net/zh_798_elastic_net_1,8.81703944545424
200,zh,3,zh/zh_799,elastic_net,elastic_net/zh_799_elastic_net_1,242.698549456611
200,zh,4,zh/zh_800,elastic_net,elastic_net/zh_800_elastic_net_1,249.140019770534
1,zh,1,zh/zh_1,susie,susie/zh_1_susie_1,14.2949744456394
1,zh,2,zh/zh_2,susie,susie/zh_2_susie_1,14.6050459834147
1,zh,3,zh/zh_3,susie,susie/zh_3_susie_1,227.120961068966
1,zh,4,zh/zh_4,susie,susie/zh_4_susie_1,234.072152885325
2,zh,1,zh/zh_5,susie,susie/zh_5_susie_1,13.3626790291719
2,zh,2,zh/zh_6,susie,susie/zh_6_susie_1,12.9223444265044
2,zh,3,zh/zh_7,susie,susie/zh_7_susie_1,223.866931613294
2,zh,4,zh/zh_8,susie,susie/zh_8_susie_1,269.719094239819
3,zh,1,zh/zh_9,susie,susie/zh_9_susie_1,10.4852087088914
3,zh,2,zh/zh_10,susie,susie/zh_10_susie_1,12.0496797156424
3,zh,3,zh/zh_11,susie,susie/zh_11_susie_1,256.583235082565
3,zh,4,zh/zh_12,susie,susie/zh_12_susie_1,285.915556890335
4,zh,1,zh/zh_13,susie,susie/zh_13_susie_1,12.2811071738358
4,zh,2,zh/zh_14,susie,susie/zh_14_susie_1,12.7736396275681
4,zh,3,zh/zh_15,susie,susie/zh_15_susie_1,222.633152213048
4,zh,4,zh/zh_16,susie,susie/zh_16_susie_1,260.323891390532
5,zh,1,zh/zh_17,susie,susie/zh_17_susie_1,11.6205093178279
5,zh,2,zh/zh_18,susie,susie/zh_18_susie_1,12.5109181867106
5,zh,3,zh/zh_19,susie,susie/zh_19_susie_1,237.699340670366
5,zh,4,zh/zh_20,susie,susie/zh_20_susie_1,228.556364650329
6,zh,1,zh/zh_21,susie,susie/zh_21_susie_1,10.8621762246523
6,zh,2,zh/zh_22,susie,susie/zh_22_susie_1,11.3271945783598
6,zh,3,zh/zh_23,susie,susie/zh_23_susie_1,252.87116058247
6,zh,4,zh/zh_24,susie,susie/zh_24_susie_1,257.802005340622
7,zh,1,zh/zh_25,susie,susie/zh_25_susie_1,11.5171726668629
7,zh,2,zh/zh_26,susie,susie/zh_26_susie_1,9.96360263782715
7,zh,3,zh/zh_27,susie,susie/zh_27_susie_1,245.324493879333
7,zh,4,zh/zh_28,susie,susie/zh_28_susie_1,267.565615678382
8,zh,1,zh/zh_29,susie,susie/zh_29_susie_1,10.431641010031
8,zh,2,zh/zh_30,susie,susie/zh_30_susie_1,11.109074428012
8,zh,3,zh/zh_31,susie,susie/zh_31_susie_1,256.038226381762
8,zh,4,zh/zh_32,susie,susie/zh_32_susie_1,281.750308957114
9,zh,1,zh/zh_33,susie,susie/zh_33_susie_1,12.959168245758
9,zh,2,zh/zh_34,susie,susie/zh_34_susie_1,12.2307762307038
9,zh,3,zh/zh_35,susie,susie/zh_35_susie_1,223.622820403628
9,zh,4,zh/zh_36,susie,susie/zh_36_susie_1,227.440174214491
10,zh,1,zh/zh_37,susie,susie/zh_37_susie_1,11.6774463245685
10,zh,2,zh/zh_38,susie,susie/zh_38_susie_1,13.1583509979871
10,zh,3,zh/zh_39,susie,susie/zh_39_susie_1,258.10707009328
10,zh,4,zh/zh_40,susie,susie/zh_40_susie_1,280.441049997686
11,zh,1,zh/zh_41,susie,susie/zh_41_susie_1,10.7704219423106
11,zh,2,zh/zh_42,susie,susie/zh_42_susie_1,10.3468175665106
11,zh,3,zh/zh_43,susie,susie/zh_43_susie_1,256.16943780847
11,zh,4,zh/zh_44,susie,susie/zh_44_susie_1,223.316963529165
12,zh,1,zh/zh_45,susie,susie/zh_45_susie_1,11.2119329941064
12,zh,2,zh/zh_46,susie,susie/zh_46_susie_1,9.69468794481369
12,zh,3,zh/zh_47,susie,susie/zh_47_susie_1,239.495624734022
12,zh,4,zh/zh_48,susie,susie/zh_48_susie_1,233.722502512425
13,zh,1,zh/zh_49,susie,susie/zh_49_susie_1,9.33350690497548
13,zh,2,zh/zh_50,susie,susie/zh_50_susie_1,9.04998807362092
13,zh,3,zh/zh_51,susie,susie/zh_51_susie_1,228.080830371646
13,zh,4,zh/zh_52,susie,susie/zh_52_susie_1,260.081468514962
14,zh,1,zh/zh_53,susie,susie/zh_53_susie_1,15.1192336968379
14,zh,2,zh/zh_54,susie,susie/zh_54_susie_1,13.4017094224548
14,zh,3,zh/zh_55,susie,susie/zh_55_susie_1,212.501700300053
14,zh,4,zh/zh_56,susie,susie/zh_56_susie_1,261.091369536865
15,zh,1,zh/zh_57,susie,susie/zh_57_susie_1,11.1632776120946
15,zh,2,zh/zh_58,susie,susie/zh_58_susie_1,11.55151834149
15,zh,3,zh/zh_59,susie,susie/zh_59_susie_1,217.939556874668
15,zh,4,zh/zh_60,susie,susie/zh_60_susie_1,238.061314562473
16,zh,1,zh/zh_61,susie,susie/zh_61_susie_1,11.1053009509945
16,zh,2,zh/zh_62,susie,susie/zh_62_susie_1,11.1418867807456
16,zh,3,zh/zh_63,susie,susie/zh_63_susie_1,250.711966216054
16,zh,4,zh/zh_64,susie,susie/zh_64_susie_1,265.176184023101
17,zh,1,zh/zh_65,susie,susie/zh_65_susie_1,9.90576053332311
17,zh,2,zh/zh_66,susie,susie/zh_66_susie_1,12.0761691249283
17,zh,3,zh/zh_67,susie,susie/zh_67_susie_1,260.537358056989
17,zh,4,zh/zh_68,susie,susie/zh_68_susie_1,263.805105508469
18,zh,1,zh/zh_69,susie,susie/zh_69_susie_1,14.3595344394988
18,zh,2,zh/zh_70,susie,susie/zh_70_susie_1,14.4347435910434
18,zh,3,zh/zh_71,susie,susie/zh_71_susie_1,277.58273428547
18,zh,4,zh/zh_72,susie,susie/zh_72_susie_1,256.645374213397
19,zh,1,zh/zh_73,susie,susie/zh_73_susie_1,11.4370589297959
19,zh,2,zh/zh_74,susie,susie/zh_74_susie_1,10.8112692859532
19,zh,3,zh/zh_75,susie,susie/zh_75_susie_1,255.138937483752
19,zh,4,zh/zh_76,susie,susie/zh_76_susie_1,238.737811711056
20,zh,1,zh/zh_77,susie,susie/zh_77_susie_1,11.0183463350657
20,zh,2,zh/zh_78,susie,susie/zh_78_susie_1,12.6567873871188
20,zh,3,zh/zh_79,susie,susie/zh_79_susie_1,247.381657538896
20,zh,4,zh/zh_80,susie,susie/zh_80_susie_1,283.433003996256
21,zh,1,zh/zh_81,susie,susie/zh_81_susie_1,10.5251878878463
21,zh,2,zh/zh_82,susie,susie/zh_82_susie_1,10.5995978645636
21,zh,3,zh/zh_83,susie,susie/zh_83_susie_1,265.082995852722
21,zh,4,zh/zh_84,susie,susie/zh_84_susie_1,262.062556973444
22,zh,1,zh/zh_85,susie,susie/zh_85_susie_1,9.87505794768572
22,zh,2,zh/zh_86,susie,susie/zh_86_susie_1,9.86538974172712
22,zh,3,zh/zh_87,susie,susie/zh_87_susie_1,232.58665240361
22,zh,4,zh/zh_88,susie,susie/zh_88_susie_1,250.178458882383
23,zh,1,zh/zh_89,susie,susie/zh_89_susie_1,10.350578474543
23,zh,2,zh/zh_90,susie,susie/zh_90_susie_1,11.3836139796171
23,zh,3,zh/zh_91,susie,susie/zh_91_susie_1,244.679758427273
23,zh,4,zh/zh_92,susie,susie/zh_92_susie_1,267.298062054041
24,zh,1,zh/zh_93,susie,susie/zh_93_susie_1,12.9766982045577
24,zh,2,zh/zh_94,susie,susie/zh_94_susie_1,14.3096566460617
24,zh,3,zh/zh_95,susie,susie/zh_95_susie_1,267.765364371553
24,zh,4,zh/zh_96,susie,susie/zh_96_susie_1,281.323456471491
25,zh,1,zh/zh_97,susie,susie/zh_97_susie_1,13.2573188255529
25,zh,2,zh/zh_98,susie,susie/zh_98_susie_1,11.198162448957
25,zh,3,zh/zh_99,susie,susie/zh_99_susie_1,237.583207550428
25,zh,4,zh/zh_100,susie,susie/zh_100_susie_1,239.909298431297
26,zh,1,zh/zh_101,susie,susie/zh_101_susie_1,9.4243365880928
26,zh,2,zh/zh_102,susie,susie/zh_102_susie_1,10.1826480767994
26,zh,3,zh/zh_103,susie,susie/zh_103_susie_1,222.000992933012
26,zh,4,zh/zh_104,susie,susie/zh_104_susie_1,219.903582449328
27,zh,1,zh/zh_105,susie,susie/zh_105_susie_1,14.7998616377152
27,zh,2,zh/zh_106,susie,susie/zh_106_susie_1,11.0018923496765
27,zh,3,zh/zh_107,susie,susie/zh_107_susie_1,247.753330245697
27,zh,4,zh/zh_108,susie,susie/zh_108_susie_1,220.977641730403
28,zh,1,zh/zh_109,susie,susie/zh_109_susie_1,9.68858193682338
28,zh,2,zh/zh_110,susie,susie/zh_110_susie_1,8.43832961956635
28,zh,3,zh/zh_111,susie,susie/zh_111_susie_1,264.419681024308
28,zh,4,zh/zh_112,susie,susie/zh_112_susie_1,249.534464417695
29,zh,1,zh/zh_113,susie,susie/zh_113_susie_1,13.7693897566007
29,zh,2,zh/zh_114,susie,susie/zh_114_susie_1,11.9891833739497
29,zh,3,zh/zh_115,susie,susie/zh_115_susie_1,244.172118529434
29,zh,4,zh/zh_116,susie,susie/zh_116_susie_1,252.616352202038
30,zh,1,zh/zh_117,susie,susie/zh_117_susie_1,7.74390903901075
30,zh,2,zh/zh_118,susie,susie/zh_118_susie_1,8.27620316474756
30,zh,3,zh/zh_119,susie,susie/zh_119_susie_1,264.209247080001
30,zh,4,zh/zh_120,susie,susie/zh_120_susie_1,240.0771017406
31,zh,1,zh/zh_121,susie,susie/zh_121_susie_1,9.3031535943957
31,zh,2,zh/zh_122,susie,susie/zh_122_susie_1,10.2919829858103
31,zh,3,zh/zh_123,susie,susie/zh_123_susie_1,275.926492403898
31,zh,4,zh/zh_124,susie,susie/zh_124_susie_1,271.041030660629
32,zh,1,zh/zh_125,susie,susie/zh_125_susie_1,9.95693059302754
32,zh,2,zh/zh_126,susie,susie/zh_126_susie_1,9.08248129882401
32,zh,3,zh/zh_127,susie,susie/zh_127_susie_1,258.330503271129
32,zh,4,zh/zh_128,susie,susie/zh_128_susie_1,246.669925068434
33,zh,1,zh/zh_129,susie,susie/zh_129_susie_1,8.6714210756073
33,zh,2,zh/zh_130,susie,susie/zh_130_susie_1,9.99372012246291
33,zh,3,zh/zh_131,susie,susie/zh_131_susie_1,248.832707005902
33,zh,4,zh/zh_132,susie,susie/zh_132_susie_1,237.731008872419
34,zh,1,zh/zh_133,susie,susie/zh_133_susie_1,12.3118010982824
34,zh,2,zh/zh_134,susie,susie/zh_134_susie_1,10.9879879874031
34,zh,3,zh/zh_135,susie,susie/zh_135_susie_1,198.751648698559
34,zh,4,zh/zh_136,susie,susie/zh_136_susie_1,264.916980648458
35,zh,1,zh/zh_137,susie,susie/zh_137_susie_1,10.3800814837811
35,zh,2,zh/zh_138,susie,susie/zh_138_susie_1,10.7304898723143
35,zh,3,zh/zh_139,susie,susie/zh_139_susie_1,240.221317238356
35,zh,4,zh/zh_140,susie,susie/zh_140_susie_1,292.902401940477
36,zh,1,zh/zh_141,susie,susie/zh_141_susie_1,12.4758463389128
36,zh,2,zh/zh_142,susie,susie/zh_142_susie_1,11.789129871565
36,zh,3,zh/zh_143,susie,susie/zh_143_susie_1,223.356047518809
36,zh,4,zh/zh_144,susie,susie/zh_144_susie_1,255.627710003785
37,zh,1,zh/zh_145,susie,susie/zh_145_susie_1,12.5621111778809
37,zh,2,zh/zh_146,susie,susie/zh_146_susie_1,9.98334526668507
37,zh,3,zh/zh_147,susie,susie/zh_147_susie_1,266.815805955512
37,zh,4,zh/zh_148,susie,susie/zh_148_susie_1,254.725758858443
38,zh,1,zh/zh_149,susie,susie/zh_149_susie_1,10.5875756051463
38,zh,2,zh/zh_150,susie,susie/zh_150_susie_1,10.3838012975578
38,zh,3,zh/zh_151,susie,susie/zh_151_susie_1,242.115163876492
38,zh,4,zh/zh_152,susie,susie/zh_152_susie_1,232.520379490788
39,zh,1,zh/zh_153,susie,susie/zh_153_susie_1,10.6343717161971
39,zh,2,zh/zh_154,susie,susie/zh_154_susie_1,9.15980441872824
39,zh,3,zh/zh_155,susie,susie/zh_155_susie_1,205.323499245762
39,zh,4,zh/zh_156,susie,susie/zh_156_susie_1,249.462105275323
40,zh,1,zh/zh_157,susie,susie/zh_157_susie_1,10.8961150715179
40,zh,2,zh/zh_158,susie,susie/zh_158_susie_1,10.9787489370135
40,zh,3,zh/zh_159,susie,susie/zh_159_susie_1,250.376729290376
40,zh,4,zh/zh_160,susie,susie/zh_160_susie_1,238.061125893947
41,zh,1,zh/zh_161,susie,susie/zh_161_susie_1,8.13146637750446
41,zh,2,zh/zh_162,susie,susie/zh_162_susie_1,8.79998869862517
41,zh,3,zh/zh_163,susie,susie/zh_163_susie_1,251.549926209831
41,zh,4,zh/zh_164,susie,susie/zh_164_susie_1,248.739483848388
42,zh,1,zh/zh_165,susie,susie/zh_165_susie_1,10.6637977812295
42,zh,2,zh/zh_166,susie,susie/zh_166_susie_1,12.3159568103527
42,zh,3,zh/zh_167,susie,susie/zh_167_susie_1,234.645497338994
42,zh,4,zh/zh_168,susie,susie/zh_168_susie_1,271.542683988229
43,zh,1,zh/zh_169,susie,susie/zh_169_susie_1,12.8828610450324
43,zh,2,zh/zh_170,susie,susie/zh_170_susie_1,11.0983146472829
43,zh,3,zh/zh_171,susie,susie/zh_171_susie_1,259.171788002828
43,zh,4,zh/zh_172,susie,susie/zh_172_susie_1,287.610376266459
44,zh,1,zh/zh_173,susie,susie/zh_173_susie_1,11.3581204590258
44,zh,2,zh/zh_174,susie,susie/zh_174_susie_1,11.9207218383723
44,zh,3,zh/zh_175,susie,susie/zh_175_susie_1,241.819415755957
44,zh,4,zh/zh_176,susie,susie/zh_176_susie_1,255.660426054654
45,zh,1,zh/zh_177,susie,susie/zh_177_susie_1,9.97192317437034
45,zh,2,zh/zh_178,susie,susie/zh_178_susie_1,10.7808159946586
45,zh,3,zh/zh_179,susie,susie/zh_179_susie_1,238.348138232052
45,zh,4,zh/zh_180,susie,susie/zh_180_susie_1,249.031523080946
46,zh,1,zh/zh_181,susie,susie/zh_181_susie_1,9.31586796344143
46,zh,2,zh/zh_182,susie,susie/zh_182_susie_1,9.79659205207697
46,zh,3,zh/zh_183,susie,susie/zh_183_susie_1,237.030563872046
46,zh,4,zh/zh_184,susie,susie/zh_184_susie_1,216.295349203847
47,zh,1,zh/zh_185,susie,susie/zh_185_susie_1,10.1451589830803
47,zh,2,zh/zh_186,susie,susie/zh_186_susie_1,10.4604711376546
47,zh,3,zh/zh_187,susie,susie/zh_187_susie_1,245.385907120059
47,zh,4,zh/zh_188,susie,susie/zh_188_susie_1,252.655370778681
48,zh,1,zh/zh_189,susie,susie/zh_189_susie_1,10.786832797686
48,zh,2,zh/zh_190,susie,susie/zh_190_susie_1,11.1945236643865
48,zh,3,zh/zh_191,susie,susie/zh_191_susie_1,235.874610115882
48,zh,4,zh/zh_192,susie,susie/zh_192_susie_1,223.311827835133
49,zh,1,zh/zh_193,susie,susie/zh_193_susie_1,12.2334486805368
49,zh,2,zh/zh_194,susie,susie/zh_194_susie_1,11.2404568341776
49,zh,3,zh/zh_195,susie,susie/zh_195_susie_1,234.619163951246
49,zh,4,zh/zh_196,susie,susie/zh_196_susie_1,238.199813444723
50,zh,1,zh/zh_197,susie,susie/zh_197_susie_1,9.17295960790149
50,zh,2,zh/zh_198,susie,susie/zh_198_susie_1,9.91274719991981
50,zh,3,zh/zh_199,susie,susie/zh_199_susie_1,236.624053521024
50,zh,4,zh/zh_200,susie,susie/zh_200_susie_1,272.922573170064
51,zh,1,zh/zh_201,susie,susie/zh_201_susie_1,12.5868643499569
51,zh,2,zh/zh_202,susie,susie/zh_202_susie_1,11.9926005561839
51,zh,3,zh/zh_203,susie,susie/zh_203_susie_1,219.452189745061
51,zh,4,zh/zh_204,susie,susie/zh_204_susie_1,219.461176471746
52,zh,1,zh/zh_205,susie,susie/zh_205_susie_1,11.7033200852967
52,zh,2,zh/zh_206,susie,susie/zh_206_susie_1,11.0696127089153
52,zh,3,zh/zh_207,susie,susie/zh_207_susie_1,253.436697633377
52,zh,4,zh/zh_208,susie,susie/zh_208_susie_1,260.583875445467
53,zh,1,zh/zh_209,susie,susie/zh_209_susie_1,15.2241435145061
53,zh,2,zh/zh_210,susie,susie/zh_210_susie_1,12.7027446312473
53,zh,3,zh/zh_211,susie,susie/zh_211_susie_1,247.688662153702
53,zh,4,zh/zh_212,susie,susie/zh_212_susie_1,238.931985127633
54,zh,1,zh/zh_213,susie,susie/zh_213_susie_1,10.5766405023239
54,zh,2,zh/zh_214,susie,susie/zh_214_susie_1,11.5629679556094
54,zh,3,zh/zh_215,susie,susie/zh_215_susie_1,248.763766783362
54,zh,4,zh/zh_216,susie,susie/zh_216_susie_1,258.934617973886
55,zh,1,zh/zh_217,susie,susie/zh_217_susie_1,10.3913090226627
55,zh,2,zh/zh_218,susie,susie/zh_218_susie_1,10.9789516982517
55,zh,3,zh/zh_219,susie,susie/zh_219_susie_1,251.995597824853
55,zh,4,zh/zh_220,susie,susie/zh_220_susie_1,250.545487219257
56,zh,1,zh/zh_221,susie,susie/zh_221_susie_1,14.0332399006439
56,zh,2,zh/zh_222,susie,susie/zh_222_susie_1,13.3329392934644
56,zh,3,zh/zh_223,susie,susie/zh_223_susie_1,253.223101029233
56,zh,4,zh/zh_224,susie,susie/zh_224_susie_1,243.50004264774
57,zh,1,zh/zh_225,susie,susie/zh_225_susie_1,7.76785700854396
57,zh,2,zh/zh_226,susie,susie/zh_226_susie_1,8.6587706512306
57,zh,3,zh/zh_227,susie,susie/zh_227_susie_1,229.092686696684
57,zh,4,zh/zh_228,susie,susie/zh_228_susie_1,222.149951537995
58,zh,1,zh/zh_229,susie,susie/zh_229_susie_1,12.841326674515
58,zh,2,zh/zh_230,susie,susie/zh_230_susie_1,11.452797195959
58,zh,3,zh/zh_231,susie,susie/zh_231_susie_1,242.839875289319
58,zh,4,zh/zh_232,susie,susie/zh_232_susie_1,254.723495955623
59,zh,1,zh/zh_233,susie,susie/zh_233_susie_1,11.6377966830363
59,zh,2,zh/zh_234,susie,susie/zh_234_susie_1,11.0824008641868
59,zh,3,zh/zh_235,susie,susie/zh_235_susie_1,260.087742836429
59,zh,4,zh/zh_236,susie,susie/zh_236_susie_1,252.115562878098
60,zh,1,zh/zh_237,susie,susie/zh_237_susie_1,14.2772030688252
60,zh,2,zh/zh_238,susie,susie/zh_238_susie_1,14.3796403066366
60,zh,3,zh/zh_239,susie,susie/zh_239_susie_1,213.432031529684
60,zh,4,zh/zh_240,susie,susie/zh_240_susie_1,222.487653350801
61,zh,1,zh/zh_241,susie,susie/zh_241_susie_1,11.2246929774242
61,zh,2,zh/zh_242,susie,susie/zh_242_susie_1,11.1066000037263
61,zh,3,zh/zh_243,susie,susie/zh_243_susie_1,259.075294750624
61,zh,4,zh/zh_244,susie,susie/zh_244_susie_1,239.861143717595
62,zh,1,zh/zh_245,susie,susie/zh_245_susie_1,9.55383753635773
62,zh,2,zh/zh_246,susie,susie/zh_246_susie_1,10.3578457131228
62,zh,3,zh/zh_247,susie,susie/zh_247_susie_1,245.008628216492
62,zh,4,zh/zh_248,susie,susie/zh_248_susie_1,247.382611338737
63,zh,1,zh/zh_249,susie,susie/zh_249_susie_1,11.7347483505614
63,zh,2,zh/zh_250,susie,susie/zh_250_susie_1,11.92058048699
63,zh,3,zh/zh_251,susie,susie/zh_251_susie_1,243.562802395091
63,zh,4,zh/zh_252,susie,susie/zh_252_susie_1,235.574759456527
64,zh,1,zh/zh_253,susie,susie/zh_253_susie_1,10.5055320184444
64,zh,2,zh/zh_254,susie,susie/zh_254_susie_1,10.119035607359
64,zh,3,zh/zh_255,susie,susie/zh_255_susie_1,227.2319535722
64,zh,4,zh/zh_256,susie,susie/zh_256_susie_1,240.325735927076
65,zh,1,zh/zh_257,susie,susie/zh_257_susie_1,12.3889955755065
65,zh,2,zh/zh_258,susie,susie/zh_258_susie_1,15.1522546645508
65,zh,3,zh/zh_259,susie,susie/zh_259_susie_1,231.106700415967
65,zh,4,zh/zh_260,susie,susie/zh_260_susie_1,253.485596610925
66,zh,1,zh/zh_261,susie,susie/zh_261_susie_1,11.2657369770903
66,zh,2,zh/zh_262,susie,susie/zh_262_susie_1,12.4750082510688
66,zh,3,zh/zh_263,susie,susie/zh_263_susie_1,246.56948281076
66,zh,4,zh/zh_264,susie,susie/zh_264_susie_1,289.188231422264
67,zh,1,zh/zh_265,susie,susie/zh_265_susie_1,11.7242081819476
67,zh,2,zh/zh_266,susie,susie/zh_266_susie_1,10.6205205955855
67,zh,3,zh/zh_267,susie,susie/zh_267_susie_1,278.606412376136
67,zh,4,zh/zh_268,susie,susie/zh_268_susie_1,251.908894192404
68,zh,1,zh/zh_269,susie,susie/zh_269_susie_1,10.7939649009532
68,zh,2,zh/zh_270,susie,susie/zh_270_susie_1,10.7391947788517
68,zh,3,zh/zh_271,susie,susie/zh_271_susie_1,249.108852063992
68,zh,4,zh/zh_272,susie,susie/zh_272_susie_1,224.754645502307
69,zh,1,zh/zh_273,susie,susie/zh_273_susie_1,10.8320765165001
69,zh,2,zh/zh_274,susie,susie/zh_274_susie_1,11.0345609615378
69,zh,3,zh/zh_275,susie,susie/zh_275_susie_1,227.538798807836
69,zh,4,zh/zh_276,susie,susie/zh_276_susie_1,259.047194377127
70,zh,1,zh/zh_277,susie,susie/zh_277_susie_1,9.84863132266822
70,zh,2,zh/zh_278,susie,susie/zh_278_susie_1,10.1719160185047
70,zh,3,zh/zh_279,susie,susie/zh_279_susie_1,253.437353225382
70,zh,4,zh/zh_280,susie,susie/zh_280_susie_1,291.336435034922
71,zh,1,zh/zh_281,susie,susie/zh_281_susie_1,9.52245213814157
71,zh,2,zh/zh_282,susie,susie/zh_282_susie_1,10.0020253592131
71,zh,3,zh/zh_283,susie,susie/zh_283_susie_1,266.770905946111
71,zh,4,zh/zh_284,susie,susie/zh_284_susie_1,233.012993100808
72,zh,1,zh/zh_285,susie,susie/zh_285_susie_1,11.030551179126
72,zh,2,zh/zh_286,susie,susie/zh_286_susie_1,11.6109857594922
72,zh,3,zh/zh_287,susie,susie/zh_287_susie_1,267.989988658175
72,zh,4,zh/zh_288,susie,susie/zh_288_susie_1,247.709715762957
73,zh,1,zh/zh_289,susie,susie/zh_289_susie_1,8.6935581353406
73,zh,2,zh/zh_290,susie,susie/zh_290_susie_1,10.3342005151945
73,zh,3,zh/zh_291,susie,susie/zh_291_susie_1,237.708985918577
73,zh,4,zh/zh_292,susie,susie/zh_292_susie_1,255.920216770069
74,zh,1,zh/zh_293,susie,susie/zh_293_susie_1,10.8818877502262
74,zh,2,zh/zh_294,susie,susie/zh_294_susie_1,11.2294977394787
74,zh,3,zh/zh_295,susie,susie/zh_295_susie_1,248.65925524412
74,zh,4,zh/zh_296,susie,susie/zh_296_susie_1,268.345446616845
75,zh,1,zh/zh_297,susie,susie/zh_297_susie_1,11.9248546042761
75,zh,2,zh/zh_298,susie,susie/zh_298_susie_1,14.0931353352558
75,zh,3,zh/zh_299,susie,susie/zh_299_susie_1,226.506273019224
75,zh,4,zh/zh_300,susie,susie/zh_300_susie_1,242.179238520037
76,zh,1,zh/zh_301,susie,susie/zh_301_susie_1,12.7913402101303
76,zh,2,zh/zh_302,susie,susie/zh_302_susie_1,10.6744310257457
76,zh,3,zh/zh_303,susie,susie/zh_303_susie_1,204.074415402123
76,zh,4,zh/zh_304,susie,susie/zh_304_susie_1,258.66315811845
77,zh,1,zh/zh_305,susie,susie/zh_305_susie_1,11.1567636907834
77,zh,2,zh/zh_306,susie,susie/zh_306_susie_1,11.7396030785016
77,zh,3,zh/zh_307,susie,susie/zh_307_susie_1,229.645744251271
77,zh,4,zh/zh_308,susie,susie/zh_308_susie_1,266.179662819971
78,zh,1,zh/zh_309,susie,susie/zh_309_susie_1,11.0288061172732
78,zh,2,zh/zh_310,susie,susie/zh_310_susie_1,11.350113504754
78,zh,3,zh/zh_311,susie,susie/zh_311_susie_1,233.504100958755
78,zh,4,zh/zh_312,susie,susie/zh_312_susie_1,220.350340640147
79,zh,1,zh/zh_313,susie,susie/zh_313_susie_1,9.58987758877235
79,zh,2,zh/zh_314,susie,susie/zh_314_susie_1,9.35125782701891
79,zh,3,zh/zh_315,susie,susie/zh_315_susie_1,247.752499943106
79,zh,4,zh/zh_316,susie,susie/zh_316_susie_1,258.522276945182
80,zh,1,zh/zh_317,susie,susie/zh_317_susie_1,10.6304283369678
80,zh,2,zh/zh_318,susie,susie/zh_318_susie_1,10.026410411542
80,zh,3,zh/zh_319,susie,susie/zh_319_susie_1,243.702586292428
80,zh,4,zh/zh_320,susie,susie/zh_320_susie_1,237.139146460915
81,zh,1,zh/zh_321,susie,susie/zh_321_susie_1,9.60064348757026
81,zh,2,zh/zh_322,susie,susie/zh_322_susie_1,9.48499642196233
81,zh,3,zh/zh_323,susie,susie/zh_323_susie_1,263.470618276086
81,zh,4,zh/zh_324,susie,susie/zh_324_susie_1,268.425288613973
82,zh,1,zh/zh_325,susie,susie/zh_325_susie_1,10.5134582863251
82,zh,2,zh/zh_326,susie,susie/zh_326_susie_1,12.2602281791085
82,zh,3,zh/zh_327,susie,susie/zh_327_susie_1,228.676118587602
82,zh,4,zh/zh_328,susie,susie/zh_328_susie_1,273.486932790805
83,zh,1,zh/zh_329,susie,susie/zh_329_susie_1,12.9815477415337
83,zh,2,zh/zh_330,susie,susie/zh_330_susie_1,10.7087694824395
83,zh,3,zh/zh_331,susie,susie/zh_331_susie_1,230.11358557152
83,zh,4,zh/zh_332,susie,susie/zh_332_susie_1,222.517735065752
