seed,simulate,simulate.scenario,simulate.output.file,fit,fit.output.file,mse.err
182,zh,3,zh/zh_727,ridge,ridge/zh_727_ridge_1,251.732042049905
182,zh,4,zh/zh_728,ridge,ridge/zh_728_ridge_1,248.441738624886
183,zh,1,zh/zh_729,ridge,ridge/zh_729_ridge_1,9.33093970201592
183,zh,2,zh/zh_730,ridge,ridge/zh_730_ridge_1,9.61281619199239
183,zh,3,zh/zh_731,ridge,ridge/zh_731_ridge_1,235.353650557287
183,zh,4,zh/zh_732,ridge,ridge/zh_732_ridge_1,259.998147939443
184,zh,1,zh/zh_733,ridge,ridge/zh_733_ridge_1,13.0822715735533
184,zh,2,zh/zh_734,ridge,ridge/zh_734_ridge_1,11.5081597653982
184,zh,3,zh/zh_735,ridge,ridge/zh_735_ridge_1,243.644656541816
184,zh,4,zh/zh_736,ridge,ridge/zh_736_ridge_1,268.949351138015
185,zh,1,zh/zh_737,ridge,ridge/zh_737_ridge_1,11.9554721779434
185,zh,2,zh/zh_738,ridge,ridge/zh_738_ridge_1,12.3840721239399
185,zh,3,zh/zh_739,ridge,ridge/zh_739_ridge_1,251.977315322133
185,zh,4,zh/zh_740,ridge,ridge/zh_740_ridge_1,251.480579108713
186,zh,1,zh/zh_741,ridge,ridge/zh_741_ridge_1,12.3857654244365
186,zh,2,zh/zh_742,ridge,ridge/zh_742_ridge_1,10.3937774966952
186,zh,3,zh/zh_743,ridge,ridge/zh_743_ridge_1,248.809333585107
186,zh,4,zh/zh_744,ridge,ridge/zh_744_ridge_1,252.879016737483
187,zh,1,zh/zh_745,ridge,ridge/zh_745_ridge_1,11.769769325202
187,zh,2,zh/zh_746,ridge,ridge/zh_746_ridge_1,11.467599981953
187,zh,3,zh/zh_747,ridge,ridge/zh_747_ridge_1,251.085261321247
187,zh,4,zh/zh_748,ridge,ridge/zh_748_ridge_1,261.834511831656
188,zh,1,zh/zh_749,ridge,ridge/zh_749_ridge_1,9.53533816583063
188,zh,2,zh/zh_750,ridge,ridge/zh_750_ridge_1,8.98152081330449
188,zh,3,zh/zh_751,ridge,ridge/zh_751_ridge_1,277.47810568224
188,zh,4,zh/zh_752,ridge,ridge/zh_752_ridge_1,258.61741221858
189,zh,1,zh/zh_753,ridge,ridge/zh_753_ridge_1,9.21093659824566
189,zh,2,zh/zh_754,ridge,ridge/zh_754_ridge_1,9.03740328869863
189,zh,3,zh/zh_755,ridge,ridge/zh_755_ridge_1,285.018811943025
189,zh,4,zh/zh_756,ridge,ridge/zh_756_ridge_1,269.541643539741
190,zh,1,zh/zh_757,ridge,ridge/zh_757_ridge_1,12.4783741762411
190,zh,2,zh/zh_758,ridge,ridge/zh_758_ridge_1,10.4278347449182
190,zh,3,zh/zh_759,ridge,ridge/zh_759_ridge_1,232.095899565728
190,zh,4,zh/zh_760,ridge,ridge/zh_760_ridge_1,316.248660892193
191,zh,1,zh/zh_761,ridge,ridge/zh_761_ridge_1,13.0071497119752
191,zh,2,zh/zh_762,ridge,ridge/zh_762_ridge_1,11.3062666707278
191,zh,3,zh/zh_763,ridge,ridge/zh_763_ridge_1,246.586698660595
191,zh,4,zh/zh_764,ridge,ridge/zh_764_ridge_1,267.375897314129
192,zh,1,zh/zh_765,ridge,ridge/zh_765_ridge_1,12.7558445616505
192,zh,2,zh/zh_766,ridge,ridge/zh_766_ridge_1,12.1969470510121
192,zh,3,zh/zh_767,ridge,ridge/zh_767_ridge_1,238.654254725999
192,zh,4,zh/zh_768,ridge,ridge/zh_768_ridge_1,247.514278979363
193,zh,1,zh/zh_769,ridge,ridge/zh_769_ridge_1,13.5780590218538
193,zh,2,zh/zh_770,ridge,ridge/zh_770_ridge_1,11.9764399667685
193,zh,3,zh/zh_771,ridge,ridge/zh_771_ridge_1,263.530879744417
193,zh,4,zh/zh_772,ridge,ridge/zh_772_ridge_1,265.499270380926
194,zh,1,zh/zh_773,ridge,ridge/zh_773_ridge_1,11.7290000351058
194,zh,2,zh/zh_774,ridge,ridge/zh_774_ridge_1,11.0094196907724
194,zh,3,zh/zh_775,ridge,ridge/zh_775_ridge_1,258.7124292355
194,zh,4,zh/zh_776,ridge,ridge/zh_776_ridge_1,266.770473510286
195,zh,1,zh/zh_777,ridge,ridge/zh_777_ridge_1,12.3887558296593
195,zh,2,zh/zh_778,ridge,ridge/zh_778_ridge_1,12.2200168704765
195,zh,3,zh/zh_779,ridge,ridge/zh_779_ridge_1,242.883199551851
195,zh,4,zh/zh_780,ridge,ridge/zh_780_ridge_1,259.720965052079
196,zh,1,zh/zh_781,ridge,ridge/zh_781_ridge_1,15.6771302536261
196,zh,2,zh/zh_782,ridge,ridge/zh_782_ridge_1,11.5213609133327
196,zh,3,zh/zh_783,ridge,ridge/zh_783_ridge_1,223.245564956827
196,zh,4,zh/zh_784,ridge,ridge/zh_784_ridge_1,301.343096079442
197,zh,1,zh/zh_785,ridge,ridge/zh_785_ridge_1,10.883622693746
197,zh,2,zh/zh_786,ridge,ridge/zh_786_ridge_1,10.453516331134
197,zh,3,zh/zh_787,ridge,ridge/zh_787_ridge_1,252.817586792392
197,zh,4,zh/zh_788,ridge,ridge/zh_788_ridge_1,282.864457460912
198,zh,1,zh/zh_789,ridge,ridge/zh_789_ridge_1,9.75164252498654
198,zh,2,zh/zh_790,ridge,ridge/zh_790_ridge_1,10.0664650378519
198,zh,3,zh/zh_791,ridge,ridge/zh_791_ridge_1,278.668534541595
198,zh,4,zh/zh_792,ridge,ridge/zh_792_ridge_1,264.08647797166
199,zh,1,zh/zh_793,ridge,ridge/zh_793_ridge_1,10.3968862872105
199,zh,2,zh/zh_794,ridge,ridge/zh_794_ridge_1,9.75187550826272
199,zh,3,zh/zh_795,ridge,ridge/zh_795_ridge_1,221.492652855435
199,zh,4,zh/zh_796,ridge,ridge/zh_796_ridge_1,272.997522111463
200,zh,1,zh/zh_797,ridge,ridge/zh_797_ridge_1,10.5593148419196
200,zh,2,zh/zh_798,ridge,ridge/zh_798_ridge_1,8.85220507261396
200,zh,3,zh/zh_799,ridge,ridge/zh_799_ridge_1,242.491844254849
200,zh,4,zh/zh_800,ridge,ridge/zh_800_ridge_1,275.387898635071
1,zh,1,zh/zh_1,lasso,lasso/zh_1_lasso_1,14.2995995976733
1,zh,2,zh/zh_2,lasso,lasso/zh_2_lasso_1,15.1673208099924
1,zh,3,zh/zh_3,lasso,lasso/zh_3_lasso_1,238.888769347519
1,zh,4,zh/zh_4,lasso,lasso/zh_4_lasso_1,235.988666156873
2,zh,1,zh/zh_5,lasso,lasso/zh_5_lasso_1,13.7667021507343
2,zh,2,zh/zh_6,lasso,lasso/zh_6_lasso_1,13.5230904403826
2,zh,3,zh/zh_7,lasso,lasso/zh_7_lasso_1,239.200315368702
2,zh,4,zh/zh_8,lasso,lasso/zh_8_lasso_1,285.316475054425
3,zh,1,zh/zh_9,lasso,lasso/zh_9_lasso_1,12.1405810383378
3,zh,2,zh/zh_10,lasso,lasso/zh_10_lasso_1,11.9068440885022
3,zh,3,zh/zh_11,lasso,lasso/zh_11_lasso_1,271.551943808483
3,zh,4,zh/zh_12,lasso,lasso/zh_12_lasso_1,313.302854305291
4,zh,1,zh/zh_13,lasso,lasso/zh_13_lasso_1,11.5145874095468
4,zh,2,zh/zh_14,lasso,lasso/zh_14_lasso_1,12.4570270075088
4,zh,3,zh/zh_15,lasso,lasso/zh_15_lasso_1,232.178304890921
4,zh,4,zh/zh_16,lasso,lasso/zh_16_lasso_1,249.561875541224
5,zh,1,zh/zh_17,lasso,lasso/zh_17_lasso_1,11.294502448013
5,zh,2,zh/zh_18,lasso,lasso/zh_18_lasso_1,12.4381554031586
5,zh,3,zh/zh_19,lasso,lasso/zh_19_lasso_1,250.102774465029
5,zh,4,zh/zh_20,lasso,lasso/zh_20_lasso_1,236.963644966151
6,zh,1,zh/zh_21,lasso,lasso/zh_21_lasso_1,10.3854171582278
6,zh,2,zh/zh_22,lasso,lasso/zh_22_lasso_1,11.8247078513163
6,zh,3,zh/zh_23,lasso,lasso/zh_23_lasso_1,263.613409117706
6,zh,4,zh/zh_24,lasso,lasso/zh_24_lasso_1,255.440680855355
7,zh,1,zh/zh_25,lasso,lasso/zh_25_lasso_1,12.3510210718683
7,zh,2,zh/zh_26,lasso,lasso/zh_26_lasso_1,12.3137468344876
7,zh,3,zh/zh_27,lasso,lasso/zh_27_lasso_1,247.736412604912
7,zh,4,zh/zh_28,lasso,lasso/zh_28_lasso_1,281.883528696781
8,zh,1,zh/zh_29,lasso,lasso/zh_29_lasso_1,10.2703423073482
8,zh,2,zh/zh_30,lasso,lasso/zh_30_lasso_1,11.0475944765676
8,zh,3,zh/zh_31,lasso,lasso/zh_31_lasso_1,263.117558055957
8,zh,4,zh/zh_32,lasso,lasso/zh_32_lasso_1,283.719076373951
9,zh,1,zh/zh_33,lasso,lasso/zh_33_lasso_1,14.4802524447291
9,zh,2,zh/zh_34,lasso,lasso/zh_34_lasso_1,11.7292396906129
9,zh,3,zh/zh_35,lasso,lasso/zh_35_lasso_1,234.527252381228
9,zh,4,zh/zh_36,lasso,lasso/zh_36_lasso_1,236.912651717151
10,zh,1,zh/zh_37,lasso,lasso/zh_37_lasso_1,11.6994150887839
10,zh,2,zh/zh_38,lasso,lasso/zh_38_lasso_1,12.0469400409736
10,zh,3,zh/zh_39,lasso,lasso/zh_39_lasso_1,275.91712854309
10,zh,4,zh/zh_40,lasso,lasso/zh_40_lasso_1,289.062558228424
11,zh,1,zh/zh_41,lasso,lasso/zh_41_lasso_1,10.1151716175553
11,zh,2,zh/zh_42,lasso,lasso/zh_42_lasso_1,10.7560524096132
11,zh,3,zh/zh_43,lasso,lasso/zh_43_lasso_1,266.467702645171
11,zh,4,zh/zh_44,lasso,lasso/zh_44_lasso_1,249.515860988168
12,zh,1,zh/zh_45,lasso,lasso/zh_45_lasso_1,11.0925770808421
12,zh,2,zh/zh_46,lasso,lasso/zh_46_lasso_1,9.52072885162673
12,zh,3,zh/zh_47,lasso,lasso/zh_47_lasso_1,246.499310715337
12,zh,4,zh/zh_48,lasso,lasso/zh_48_lasso_1,241.337587642006
13,zh,1,zh/zh_49,lasso,lasso/zh_49_lasso_1,8.89756366559706
13,zh,2,zh/zh_50,lasso,lasso/zh_50_lasso_1,8.9215771943845
13,zh,3,zh/zh_51,lasso,lasso/zh_51_lasso_1,236.85704552851
13,zh,4,zh/zh_52,lasso,lasso/zh_52_lasso_1,256.768381240633
14,zh,1,zh/zh_53,lasso,lasso/zh_53_lasso_1,18.4107275101958
14,zh,2,zh/zh_54,lasso,lasso/zh_54_lasso_1,13.2833663005871
14,zh,3,zh/zh_55,lasso,lasso/zh_55_lasso_1,225.281477725038
14,zh,4,zh/zh_56,lasso,lasso/zh_56_lasso_1,288.694155194037
15,zh,1,zh/zh_57,lasso,lasso/zh_57_lasso_1,11.0272861369048
15,zh,2,zh/zh_58,lasso,lasso/zh_58_lasso_1,11.9277909441533
15,zh,3,zh/zh_59,lasso,lasso/zh_59_lasso_1,230.381361424108
15,zh,4,zh/zh_60,lasso,lasso/zh_60_lasso_1,230.242158299671
16,zh,1,zh/zh_61,lasso,lasso/zh_61_lasso_1,11.1779088445563
16,zh,2,zh/zh_62,lasso,lasso/zh_62_lasso_1,11.3854918232138
16,zh,3,zh/zh_63,lasso,lasso/zh_63_lasso_1,256.296671055212
16,zh,4,zh/zh_64,lasso,lasso/zh_64_lasso_1,291.871155979301
17,zh,1,zh/zh_65,lasso,lasso/zh_65_lasso_1,11.2672038060646
17,zh,2,zh/zh_66,lasso,lasso/zh_66_lasso_1,11.2106487512746
17,zh,3,zh/zh_67,lasso,lasso/zh_67_lasso_1,267.807033240506
17,zh,4,zh/zh_68,lasso,lasso/zh_68_lasso_1,261.617852830636
18,zh,1,zh/zh_69,lasso,lasso/zh_69_lasso_1,14.8785185467539
18,zh,2,zh/zh_70,lasso,lasso/zh_70_lasso_1,13.6195726763658
18,zh,3,zh/zh_71,lasso,lasso/zh_71_lasso_1,288.784009896517
18,zh,4,zh/zh_72,lasso,lasso/zh_72_lasso_1,248.222953113329
19,zh,1,zh/zh_73,lasso,lasso/zh_73_lasso_1,10.886448686188
19,zh,2,zh/zh_74,lasso,lasso/zh_74_lasso_1,12.1267699782334
19,zh,3,zh/zh_75,lasso,lasso/zh_75_lasso_1,261.850352853527
19,zh,4,zh/zh_76,lasso,lasso/zh_76_lasso_1,234.260640176559
20,zh,1,zh/zh_77,lasso,lasso/zh_77_lasso_1,12.029952413965
20,zh,2,zh/zh_78,lasso,lasso/zh_78_lasso_1,13.9321223751648
20,zh,3,zh/zh_79,lasso,lasso/zh_79_lasso_1,261.207439379366
20,zh,4,zh/zh_80,lasso,lasso/zh_80_lasso_1,292.378532217036
21,zh,1,zh/zh_81,lasso,lasso/zh_81_lasso_1,10.1112315818783
21,zh,2,zh/zh_82,lasso,lasso/zh_82_lasso_1,10.4374695636101
21,zh,3,zh/zh_83,lasso,lasso/zh_83_lasso_1,278.69262388982
21,zh,4,zh/zh_84,lasso,lasso/zh_84_lasso_1,286.525955107828
22,zh,1,zh/zh_85,lasso,lasso/zh_85_lasso_1,9.24705516442027
22,zh,2,zh/zh_86,lasso,lasso/zh_86_lasso_1,10.3248280640032
22,zh,3,zh/zh_87,lasso,lasso/zh_87_lasso_1,239.943683850195
22,zh,4,zh/zh_88,lasso,lasso/zh_88_lasso_1,268.891598163805
23,zh,1,zh/zh_89,lasso,lasso/zh_89_lasso_1,9.65348879575611
23,zh,2,zh/zh_90,lasso,lasso/zh_90_lasso_1,11.4494067049843
23,zh,3,zh/zh_91,lasso,lasso/zh_91_lasso_1,251.706356784755
23,zh,4,zh/zh_92,lasso,lasso/zh_92_lasso_1,288.371561308751
24,zh,1,zh/zh_93,lasso,lasso/zh_93_lasso_1,14.5206866159785
24,zh,2,zh/zh_94,lasso,lasso/zh_94_lasso_1,14.0263003706441
24,zh,3,zh/zh_95,lasso,lasso/zh_95_lasso_1,267.147076714766
24,zh,4,zh/zh_96,lasso,lasso/zh_96_lasso_1,296.920743504182
25,zh,1,zh/zh_97,lasso,lasso/zh_97_lasso_1,10.727370411895
25,zh,2,zh/zh_98,lasso,lasso/zh_98_lasso_1,11.1037377939496
25,zh,3,zh/zh_99,lasso,lasso/zh_99_lasso_1,247.122931220924
25,zh,4,zh/zh_100,lasso,lasso/zh_100_lasso_1,250.356136549176
26,zh,1,zh/zh_101,lasso,lasso/zh_101_lasso_1,10.3975605571717
26,zh,2,zh/zh_102,lasso,lasso/zh_102_lasso_1,10.3167677356807
26,zh,3,zh/zh_103,lasso,lasso/zh_103_lasso_1,237.889314265076
26,zh,4,zh/zh_104,lasso,lasso/zh_104_lasso_1,240.478916225731
27,zh,1,zh/zh_105,lasso,lasso/zh_105_lasso_1,12.7435720715455
27,zh,2,zh/zh_106,lasso,lasso/zh_106_lasso_1,11.2999699667477
27,zh,3,zh/zh_107,lasso,lasso/zh_107_lasso_1,252.963457419023
27,zh,4,zh/zh_108,lasso,lasso/zh_108_lasso_1,220.615407791892
28,zh,1,zh/zh_109,lasso,lasso/zh_109_lasso_1,8.9269069052415
28,zh,2,zh/zh_110,lasso,lasso/zh_110_lasso_1,11.1428405839387
28,zh,3,zh/zh_111,lasso,lasso/zh_111_lasso_1,268.287043036869
28,zh,4,zh/zh_112,lasso,lasso/zh_112_lasso_1,259.938372415663
29,zh,1,zh/zh_113,lasso,lasso/zh_113_lasso_1,11.5799085666319
29,zh,2,zh/zh_114,lasso,lasso/zh_114_lasso_1,11.6226863239724
29,zh,3,zh/zh_115,lasso,lasso/zh_115_lasso_1,253.251051003653
29,zh,4,zh/zh_116,lasso,lasso/zh_116_lasso_1,252.885586664904
30,zh,1,zh/zh_117,lasso,lasso/zh_117_lasso_1,8.22013678482555
30,zh,2,zh/zh_118,lasso,lasso/zh_118_lasso_1,8.10005324823396
30,zh,3,zh/zh_119,lasso,lasso/zh_119_lasso_1,278.575141696074
30,zh,4,zh/zh_120,lasso,lasso/zh_120_lasso_1,242.90631603134
31,zh,1,zh/zh_121,lasso,lasso/zh_121_lasso_1,8.45944605114512
31,zh,2,zh/zh_122,lasso,lasso/zh_122_lasso_1,9.775715955297
31,zh,3,zh/zh_123,lasso,lasso/zh_123_lasso_1,291.179642903687
31,zh,4,zh/zh_124,lasso,lasso/zh_124_lasso_1,273.578108973222
32,zh,1,zh/zh_125,lasso,lasso/zh_125_lasso_1,12.0593772506257
32,zh,2,zh/zh_126,lasso,lasso/zh_126_lasso_1,8.71612202661125
32,zh,3,zh/zh_127,lasso,lasso/zh_127_lasso_1,268.892671425082
32,zh,4,zh/zh_128,lasso,lasso/zh_128_lasso_1,245.618896682024
33,zh,1,zh/zh_129,lasso,lasso/zh_129_lasso_1,9.22068956120197
33,zh,2,zh/zh_130,lasso,lasso/zh_130_lasso_1,10.1840820202201
33,zh,3,zh/zh_131,lasso,lasso/zh_131_lasso_1,255.441691939117
33,zh,4,zh/zh_132,lasso,lasso/zh_132_lasso_1,227.760159421801
34,zh,1,zh/zh_133,lasso,lasso/zh_133_lasso_1,10.7496936220038
34,zh,2,zh/zh_134,lasso,lasso/zh_134_lasso_1,10.3617258874408
34,zh,3,zh/zh_135,lasso,lasso/zh_135_lasso_1,217.914089727198
34,zh,4,zh/zh_136,lasso,lasso/zh_136_lasso_1,277.671281995698
35,zh,1,zh/zh_137,lasso,lasso/zh_137_lasso_1,10.3195777461097
35,zh,2,zh/zh_138,lasso,lasso/zh_138_lasso_1,11.7966565488305
35,zh,3,zh/zh_139,lasso,lasso/zh_139_lasso_1,254.016458600178
35,zh,4,zh/zh_140,lasso,lasso/zh_140_lasso_1,298.87215194425
36,zh,1,zh/zh_141,lasso,lasso/zh_141_lasso_1,13.1142835477395
36,zh,2,zh/zh_142,lasso,lasso/zh_142_lasso_1,13.3639089192569
36,zh,3,zh/zh_143,lasso,lasso/zh_143_lasso_1,234.10560079709
36,zh,4,zh/zh_144,lasso,lasso/zh_144_lasso_1,269.472818408553
37,zh,1,zh/zh_145,lasso,lasso/zh_145_lasso_1,11.3546543937968
37,zh,2,zh/zh_146,lasso,lasso/zh_146_lasso_1,10.5720405540317
37,zh,3,zh/zh_147,lasso,lasso/zh_147_lasso_1,276.616340925793
37,zh,4,zh/zh_148,lasso,lasso/zh_148_lasso_1,260.181584956425
38,zh,1,zh/zh_149,lasso,lasso/zh_149_lasso_1,9.93380034685999
38,zh,2,zh/zh_150,lasso,lasso/zh_150_lasso_1,11.0555158883292
38,zh,3,zh/zh_151,lasso,lasso/zh_151_lasso_1,247.698609269279
38,zh,4,zh/zh_152,lasso,lasso/zh_152_lasso_1,241.525173674316
39,zh,1,zh/zh_153,lasso,lasso/zh_153_lasso_1,10.393233280456
39,zh,2,zh/zh_154,lasso,lasso/zh_154_lasso_1,9.71024675943552
39,zh,3,zh/zh_155,lasso,lasso/zh_155_lasso_1,217.547838579365
39,zh,4,zh/zh_156,lasso,lasso/zh_156_lasso_1,256.563457580407
40,zh,1,zh/zh_157,lasso,lasso/zh_157_lasso_1,10.9455158319169
40,zh,2,zh/zh_158,lasso,lasso/zh_158_lasso_1,10.5882292275982
40,zh,3,zh/zh_159,lasso,lasso/zh_159_lasso_1,258.380419330769
40,zh,4,zh/zh_160,lasso,lasso/zh_160_lasso_1,241.962715121517
41,zh,1,zh/zh_161,lasso,lasso/zh_161_lasso_1,8.15732546056115
41,zh,2,zh/zh_162,lasso,lasso/zh_162_lasso_1,8.65673093687002
41,zh,3,zh/zh_163,lasso,lasso/zh_163_lasso_1,263.251222651618
41,zh,4,zh/zh_164,lasso,lasso/zh_164_lasso_1,266.340023100115
42,zh,1,zh/zh_165,lasso,lasso/zh_165_lasso_1,10.5975384432345
42,zh,2,zh/zh_166,lasso,lasso/zh_166_lasso_1,11.866658258409
42,zh,3,zh/zh_167,lasso,lasso/zh_167_lasso_1,254.872170719468
42,zh,4,zh/zh_168,lasso,lasso/zh_168_lasso_1,287.579990721322
43,zh,1,zh/zh_169,lasso,lasso/zh_169_lasso_1,12.232965619872
43,zh,2,zh/zh_170,lasso,lasso/zh_170_lasso_1,11.9567933901672
43,zh,3,zh/zh_171,lasso,lasso/zh_171_lasso_1,272.364377395901
43,zh,4,zh/zh_172,lasso,lasso/zh_172_lasso_1,307.954155616958
44,zh,1,zh/zh_173,lasso,lasso/zh_173_lasso_1,10.9902039476889
44,zh,2,zh/zh_174,lasso,lasso/zh_174_lasso_1,12.0498009739535
44,zh,3,zh/zh_175,lasso,lasso/zh_175_lasso_1,264.327344108841
44,zh,4,zh/zh_176,lasso,lasso/zh_176_lasso_1,281.819480384672
45,zh,1,zh/zh_177,lasso,lasso/zh_177_lasso_1,9.44288288149206
45,zh,2,zh/zh_178,lasso,lasso/zh_178_lasso_1,10.9695513172874
45,zh,3,zh/zh_179,lasso,lasso/zh_179_lasso_1,238.408053075704
45,zh,4,zh/zh_180,lasso,lasso/zh_180_lasso_1,250.846520913991
46,zh,1,zh/zh_181,lasso,lasso/zh_181_lasso_1,8.69434085286225
46,zh,2,zh/zh_182,lasso,lasso/zh_182_lasso_1,9.2120240891518
46,zh,3,zh/zh_183,lasso,lasso/zh_183_lasso_1,262.816916733338
46,zh,4,zh/zh_184,lasso,lasso/zh_184_lasso_1,239.176818372202
47,zh,1,zh/zh_185,lasso,lasso/zh_185_lasso_1,10.397430864063
47,zh,2,zh/zh_186,lasso,lasso/zh_186_lasso_1,10.5414992564815
47,zh,3,zh/zh_187,lasso,lasso/zh_187_lasso_1,251.262352538085
47,zh,4,zh/zh_188,lasso,lasso/zh_188_lasso_1,261.486481744214
48,zh,1,zh/zh_189,lasso,lasso/zh_189_lasso_1,10.5556608999809
48,zh,2,zh/zh_190,lasso,lasso/zh_190_lasso_1,10.6751684922652
48,zh,3,zh/zh_191,lasso,lasso/zh_191_lasso_1,241.752456802183
48,zh,4,zh/zh_192,lasso,lasso/zh_192_lasso_1,223.9663325546
49,zh,1,zh/zh_193,lasso,lasso/zh_193_lasso_1,11.469551999846
49,zh,2,zh/zh_194,lasso,lasso/zh_194_lasso_1,11.5462172508455
49,zh,3,zh/zh_195,lasso,lasso/zh_195_lasso_1,242.772259522873
49,zh,4,zh/zh_196,lasso,lasso/zh_196_lasso_1,246.836822285147
50,zh,1,zh/zh_197,lasso,lasso/zh_197_lasso_1,9.18177585291341
50,zh,2,zh/zh_198,lasso,lasso/zh_198_lasso_1,9.15813032797733
50,zh,3,zh/zh_199,lasso,lasso/zh_199_lasso_1,243.410318878305
50,zh,4,zh/zh_200,lasso,lasso/zh_200_lasso_1,269.530264476371
51,zh,1,zh/zh_201,lasso,lasso/zh_201_lasso_1,12.1334848636611
51,zh,2,zh/zh_202,lasso,lasso/zh_202_lasso_1,12.4873122198665
51,zh,3,zh/zh_203,lasso,lasso/zh_203_lasso_1,234.470478894246
51,zh,4,zh/zh_204,lasso,lasso/zh_204_lasso_1,249.37359348316
52,zh,1,zh/zh_205,lasso,lasso/zh_205_lasso_1,10.8724687035992
52,zh,2,zh/zh_206,lasso,lasso/zh_206_lasso_1,11.0594257176233
52,zh,3,zh/zh_207,lasso,lasso/zh_207_lasso_1,275.571697198198
52,zh,4,zh/zh_208,lasso,lasso/zh_208_lasso_1,262.593484237483
53,zh,1,zh/zh_209,lasso,lasso/zh_209_lasso_1,12.5375372497185
53,zh,2,zh/zh_210,lasso,lasso/zh_210_lasso_1,12.7635320714517
53,zh,3,zh/zh_211,lasso,lasso/zh_211_lasso_1,265.140651161539
53,zh,4,zh/zh_212,lasso,lasso/zh_212_lasso_1,244.800524774854
54,zh,1,zh/zh_213,lasso,lasso/zh_213_lasso_1,11.8968496451141
54,zh,2,zh/zh_214,lasso,lasso/zh_214_lasso_1,13.7751536230482
54,zh,3,zh/zh_215,lasso,lasso/zh_215_lasso_1,251.401541271911
54,zh,4,zh/zh_216,lasso,lasso/zh_216_lasso_1,275.939297521569
55,zh,1,zh/zh_217,lasso,lasso/zh_217_lasso_1,10.7375618217812
55,zh,2,zh/zh_218,lasso,lasso/zh_218_lasso_1,10.4453375492084
55,zh,3,zh/zh_219,lasso,lasso/zh_219_lasso_1,265.646129791372
55,zh,4,zh/zh_220,lasso,lasso/zh_220_lasso_1,251.56837477788
56,zh,1,zh/zh_221,lasso,lasso/zh_221_lasso_1,10.3411763039268
56,zh,2,zh/zh_222,lasso,lasso/zh_222_lasso_1,11.2549565943928
56,zh,3,zh/zh_223,lasso,lasso/zh_223_lasso_1,258.072612529826
56,zh,4,zh/zh_224,lasso,lasso/zh_224_lasso_1,249.554692382655
57,zh,1,zh/zh_225,lasso,lasso/zh_225_lasso_1,7.65486788656244
57,zh,2,zh/zh_226,lasso,lasso/zh_226_lasso_1,8.65297711075606
57,zh,3,zh/zh_227,lasso,lasso/zh_227_lasso_1,238.420673757778
57,zh,4,zh/zh_228,lasso,lasso/zh_228_lasso_1,235.642475561432
58,zh,1,zh/zh_229,lasso,lasso/zh_229_lasso_1,11.4639919726878
58,zh,2,zh/zh_230,lasso,lasso/zh_230_lasso_1,12.0754275425804
58,zh,3,zh/zh_231,lasso,lasso/zh_231_lasso_1,252.758982760416
58,zh,4,zh/zh_232,lasso,lasso/zh_232_lasso_1,258.094469961656
59,zh,1,zh/zh_233,lasso,lasso/zh_233_lasso_1,12.2169210923798
59,zh,2,zh/zh_234,lasso,lasso/zh_234_lasso_1,11.9941788284598
59,zh,3,zh/zh_235,lasso,lasso/zh_235_lasso_1,255.762480692486
59,zh,4,zh/zh_236,lasso,lasso/zh_236_lasso_1,260.516607583966
60,zh,1,zh/zh_237,lasso,lasso/zh_237_lasso_1,13.4341935249856
60,zh,2,zh/zh_238,lasso,lasso/zh_238_lasso_1,14.9703592768873
60,zh,3,zh/zh_239,lasso,lasso/zh_239_lasso_1,220.519261192721
60,zh,4,zh/zh_240,lasso,lasso/zh_240_lasso_1,264.101475101538
61,zh,1,zh/zh_241,lasso,lasso/zh_241_lasso_1,11.1398926592013
61,zh,2,zh/zh_242,lasso,lasso/zh_242_lasso_1,12.2953726376373
61,zh,3,zh/zh_243,lasso,lasso/zh_243_lasso_1,265.789667128684
61,zh,4,zh/zh_244,lasso,lasso/zh_244_lasso_1,256.242039827211
62,zh,1,zh/zh_245,lasso,lasso/zh_245_lasso_1,9.29688650230831
62,zh,2,zh/zh_246,lasso,lasso/zh_246_lasso_1,9.604916173128
62,zh,3,zh/zh_247,lasso,lasso/zh_247_lasso_1,252.891111780092
62,zh,4,zh/zh_248,lasso,lasso/zh_248_lasso_1,274.70320981662
63,zh,1,zh/zh_249,lasso,lasso/zh_249_lasso_1,11.8570453127235
63,zh,2,zh/zh_250,lasso,lasso/zh_250_lasso_1,12.6627789782401
63,zh,3,zh/zh_251,lasso,lasso/zh_251_lasso_1,251.945736051587
63,zh,4,zh/zh_252,lasso,lasso/zh_252_lasso_1,240.646488262952
64,zh,1,zh/zh_253,lasso,lasso/zh_253_lasso_1,10.2429879015861
64,zh,2,zh/zh_254,lasso,lasso/zh_254_lasso_1,11.6245783657672
64,zh,3,zh/zh_255,lasso,lasso/zh_255_lasso_1,234.836802561771
64,zh,4,zh/zh_256,lasso,lasso/zh_256_lasso_1,259.290880899297
65,zh,1,zh/zh_257,lasso,lasso/zh_257_lasso_1,12.7198055952967
65,zh,2,zh/zh_258,lasso,lasso/zh_258_lasso_1,13.7293368009107
65,zh,3,zh/zh_259,lasso,lasso/zh_259_lasso_1,252.428252267119
65,zh,4,zh/zh_260,lasso,lasso/zh_260_lasso_1,246.362780299586
66,zh,1,zh/zh_261,lasso,lasso/zh_261_lasso_1,10.9662731113678
66,zh,2,zh/zh_262,lasso,lasso/zh_262_lasso_1,12.3644957282007
